name|link|info|price
Xiaomi Redmi Note 11 4/128GB (графитовый серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-4-128gb-gray/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от37руб./мес.от679руб.
Xiaomi 11T 8/256GB (небесный голубой)|https://shop.mts.by//phones/xiaomi/xiaomi-11t-8-256gb-blue/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 8 Гб"|от63руб./мес.от1289руб.
Xiaomi Redmi 10C 4/128Gb без NFC (мятно-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-128gb-bez-nfc-green/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от27руб./мес.от589.00руб.
Xiaomi Redmi 10C 3/64Gb без NFC (мятно-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-3-64gb-bez-nfc-myatno-zelenyy/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от24руб./мес.от499.00руб.
Xiaomi Redmi Note 11 4/128GB (сумеречный синий)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-4-128gb-deep-blue/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от37руб./мес.от679руб.
Xiaomi Redmi 10C 3/64Gb без NFC (графитовый серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-3-64gb-bez-nfc-grafitovyy-seryy/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от24руб./мес.от499.00руб.
Xiaomi Redmi 10C 3/64Gb без NFC (синий океан)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-3-64gb-bez-nfc-siniy-okean/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от24руб./мес.от499.00руб.
Xiaomi Redmi 10C 4/64Gb (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-64gb-gray/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от26руб./мес.от549.00руб.
Xiaomi Redmi 10A 3/64Gb (синее небо)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10a-3-64gb-blue/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от22руб./мес.от429руб.
Xiaomi Redmi Note 11S 6/128GB (сумеречный синий)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11s-6-128gb-blue/|"Диагональ: 6.43 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от50руб./мес.от979руб.
Xiaomi 11 Lite 5G Ne 8/128GB (зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-11-lite-5g-ne-8-128gb-green/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 8 Гб"|от50руб./мес.от1059руб.
Xiaomi Redmi Note 11 Pro 5G 8/128GB (графитовый серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-5g-8-128gb-gray/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 8 Гб"|от47.8руб./мес.от1079руб.
Xiaomi Redmi Note 11 Pro+ 5G 6/128GB (зеленый лес)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-plus-6-128gb-green/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 4500 mAhОЗУ: 6 Гб"|от56.48руб./мес.от1279руб.
Redmi 10 2022 4/128GB без NFC (морской синий)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-4-128gb-nfc-blue/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от31руб./мес.от579руб.
Xiaomi Redmi 10C 4/128Gb без NFC (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-128gb-bez-nfc-gray/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от27руб./мес.от589.00руб.
Xiaomi Redmi 10C 4/64Gb без NFC (синий океан)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-64gb-bez-nfc-blue/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от25руб./мес.от539.00руб.
Xiaomi Redmi Note 11 4/64GB (звездно-голубой)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-4-64gb-blue/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от34руб./мес.от659руб.
Xiaomi 11 Lite 5G Ne 8/128GB (голубой баблгам)|https://shop.mts.by//phones/xiaomi/xiaomi-11-lite-5g-ne-8-128gb-blue/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 8 Гб"|от50руб./мес.от1059руб.
Xiaomi Redmi Note 11 Pro 5G 8/128GB (белый лед)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-5g-8-128gb-white/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 8 Гб"|от47.8руб./мес.от1079руб.
Redmi 10 2022 4/128GB без NFC (серый карбон)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-4-128gb-nfc-gray/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от31руб./мес.от579руб.
Xiaomi Redmi 10C 4/64Gb без NFC (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-64gb-bez-nfc-gray/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от25руб./мес.от539.00руб.
Xiaomi 11T 8/128GB (небесный голубой)|https://shop.mts.by//phones/xiaomi/xiaomi-11t-8-128gb-blue/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 8 Гб"|от58руб./мес.от1189руб.
Xiaomi Redmi 10C 4/64Gb без NFC (мятно-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-64gb-bez-nfc-green/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от25руб./мес.от539.00руб.
Redmi 10 4/64GB NFC (морской синий)|https://shop.mts.by//phones/xiaomi/redmi-10-4-64gb-nfc-blue/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от26руб./мес.от479руб.
Xiaomi Redmi Note 11 Pro 6/128GB (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-6-128gb-seryy-grafit/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от43.43руб./мес.от979руб.
Xiaomi 12X 8/256GB (серый)|https://shop.mts.by//phones/xiaomi/xiaomi-12x-8-256gb-gray/|"Диагональ: 6.28 ""Камера: 50 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от105руб./мес.от2209руб.
Xiaomi Redmi 10A 3/64Gb (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10a-3-64gb-gray/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от22руб./мес.от429руб.
Redmi 10 2022 4/64GB без NFC (синее море)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-4-64gb-bez-nfc-blue/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от28руб./мес.от529руб.
Redmi 10 2022 6/128GB без NFC (серый карбон)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-6-128gb-bez-nfc-gray/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от32руб./мес.от629руб.
Redmi 10 4/64GB NFC (серый карбон)|https://shop.mts.by//phones/xiaomi/redmi-10-4-64gb-nfc-gray/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от26руб./мес.от479руб.
Xiaomi 12 Lite 8/256GB (светло-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-256gb-green/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от72руб./мес.от1479руб.
Xiaomi Redmi Note 11 Pro+ 5G 8/128GB (графитовый серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-plus-8-128gb-gray/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от58.65руб./мес.от1329руб.
Redmi 10 2022 6/128GB без NFC (синее море)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-6-128gb-bez-nfc-blue/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от32руб./мес.от629руб.
Redmi 10 2022 4/64GB без NFC (серый карбон)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-4-64gb-bez-nfc-gray/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от28руб./мес.от529руб.
Xiaomi 12 Lite 8/256GB (светло-розовый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-256gb-pink/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от72руб./мес.от1479руб.
Xiaomi Redmi Note 11 Pro 6/128GB (звездный голубой)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-6-128gb-zvezdnyy-goluboy/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от43.43руб./мес.от979руб.
Xiaomi Redmi Note 11 Pro+ 5G 8/128GB (синие звезды)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-plus-8-128gb-blue/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от58.65руб./мес.от1329руб.
Redmi 10 2022 6/128GB без NFC (белая галька)|https://shop.mts.by//phones/xiaomi/redmi-10-2022-6-128gb-bez-nfc-white/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от32руб./мес.от629руб.
Xiaomi 12 8/256GB (серый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-8-256gb-gray/|"2 SIM-картыДиагональ: 6.28 ""Камера: 50 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от125руб./мес.от2779руб.
Xiaomi 12 Lite 8/256GB (черный)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-256gb-black/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от72руб./мес.от1479руб.
Xiaomi 12 Lite 8/128GB (черный)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-128gb-black/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от66руб./мес.от1379руб.
Xiaomi 12X 8/256GB (фиолетовый)|https://shop.mts.by//phones/xiaomi/xiaomi-12x-8-256gb-purple/|"Диагональ: 6.28 ""Камера: 50 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от105руб./мес.от2209руб.
Xiaomi 11 Lite 5G Ne 8/128GB (розовый персик)|https://shop.mts.by//phones/xiaomi/xiaomi-11-lite-5g-ne-8-128gb-pink/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 8 Гб"|от50руб./мес.от1059руб.
Xiaomi Redmi Note 11 Pro 5G 8/128GB (синяя Атлантика)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-pro-5g-8-128gb-blue/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5000 mAhОЗУ: 8 Гб"|от47.8руб./мес.от1079руб.
Xiaomi Redmi 10C 4/128Gb без NFC (синий океан)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10c-4-128gb-bez-nfc-blue/|"Диагональ: 6.71 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от27руб./мес.от589.00руб.
Xiaomi 12X 8/256GB (синий)|https://shop.mts.by//phones/xiaomi/xiaomi-12x-8-256gb-blue/|"Диагональ: 6.28 ""Камера: 50 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от105руб./мес.от2209руб.
Xiaomi 12 8/256GB (фиолетовый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-8-256gb-purple/|"2 SIM-картыДиагональ: 6.28 ""Камера: 50 МпАКБ: 4500 mAhОЗУ: 8 Гб"|от125руб./мес.от2779руб.
Xiaomi 12 Lite 8/128GB (светло-розовый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-128gb-pink/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от66руб./мес.от1379руб.
Xiaomi Redmi 10A 2/32Gb (синее небо)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10a-2-32gb-blue/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 2 Гб"|от18руб./мес.от379руб.
Xiaomi 12 Lite 8/128GB (светло-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-8-128gb-green/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 8 Гб"|от66руб./мес.от1379руб.
Xiaomi Redmi 10A 2/32Gb (серый графит)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10a-2-32gb-gray/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 2 Гб"|от18руб./мес.от379руб.
Xiaomi Redmi 10A 3/64Gb (серебристый хром)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10a-3-64gb-silver/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от22руб./мес.от429руб.
Xiaomi 11 Lite 5G Ne 8/256GB (зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-11-lite-5g-ne-8-256gb-green/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 8 Гб"|от54руб./мес.от1159руб.
Xiaomi 12 Lite 6/128GB (светло-розовый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-6-128gb-pink/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 6 Гб"|от65руб./мес.от1359руб.
Xiaomi 12 Lite 6/128GB (светло-зеленый)|https://shop.mts.by//phones/xiaomi/xiaomi-12-lite-6-128gb-green/|"2 SIM-картыДиагональ: 6.55 ""Камера: 108 МпАКБ: 4300 mAhОЗУ: 6 Гб"|от65руб./мес.от1359руб.
Xiaomi Redmi Note 10 Pro 8/128GB (серый оникс)|https://shop.mts.by//phones/xiaomi/redmi-note-10-pro-8-128gb-gray/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5020 mAhОЗУ: 8 Гб"|от40руб./мес.от879руб.
Xiaomi Redmi Note 10 Pro 8/128GB (бронзовый градиент)|https://shop.mts.by//phones/xiaomi/redmi-note-10-pro-8-128gb-bronze/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5020 mAhОЗУ: 8 Гб"|от40руб./мес.от879руб.
Xiaomi Redmi Note 11 6/128GB (сумеречный синий)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-6-128gb-deep-blue/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от37руб./мес.от779руб.
Xiaomi Redmi Note 10 Pro 8/128GB (голубой лед)|https://shop.mts.by//phones/xiaomi/redmi-note-10-pro-8-128gb-blue/|"Диагональ: 6.67 ""Камера: 108 МпАКБ: 5020 mAhОЗУ: 8 Гб"|от40руб./мес.от879руб.
Xiaomi 11 Lite 5G Ne 8/256GB (черный жемчуг)|https://shop.mts.by//phones/xiaomi/xiaomi-11-lite-5g-ne-8-256gb-black/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 8 Гб"|от54руб./мес.от1159руб.
Xiaomi Redmi 9C 3/64Gb без NFC (серый)|https://shop.mts.by//phones/xiaomi/smartfon-xiaomi-redmi-9c-3-64gb-bez-nfc-seryy/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 3 Гб"|от17.35руб./мес.от399.00руб.
Xiaomi Redmi Note 11 6/128GB (графитовый серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-6-128gb-gray/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 6 Гб"|от37руб./мес.от779руб.
Xiaomi Redmi 9C 4/128Gb без NFC (серый)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-9c-4-128gb-without-nfc-gray/|"Диагональ: 6.53 ""Камера: 13 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от20.9руб./мес.от479.00руб.
Xiaomi Redmi 10 4/128GB без NFC (морской синий)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-10-4-128gb-blue/|"Диагональ: 6.5 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от27руб./мес.от579руб.
Xiaomi Mi 11 Lite 6/128GB (синий)|https://shop.mts.by//phones/xiaomi/xiaomi-mi-11-lite-6-128gb-blue/|"Диагональ: 6.55 ""Камера: 64 МпАКБ: 4250 mAhОЗУ: 6 Гб"|от48руб./мес.от879руб.
Xiaomi Redmi Note 11 4/64GB (сумеречный синий)|https://shop.mts.by//phones/xiaomi/xiaomi-redmi-note-11-4-64gb-deep-blue/|"Диагональ: 6.43 ""Камера: 50 МпАКБ: 5000 mAhОЗУ: 4 Гб"|от34руб./мес.от659руб.
